Image,Match_Type,AI_Index,GT_Index,IoU,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,27,15,0.8338699291693497,2682,3014,1293.4027777777778,1453.5108024691358
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,25,30,0.8306546452371619,2272,2398,1095.679012345679,1156.442901234568
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,35,31,0.8191881918819188,452,534,217.97839506172838,257.52314814814815
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,36,3,0.790929203539823,775,844,373.7461419753086,407.0216049382716
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,26,4,0.7892976588628763,1024,1116,493.82716049382714,538.1944444444445
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,32,25,0.7554744525547445,274,207,132.13734567901233,99.82638888888889
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,33,18,0.680672268907563,228,172,109.9537037037037,82.94753086419753
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,29,42,0.5071545298736498,13153,24660,6343.0748456790125,11892.361111111111
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FP,30,-1,0.0,0,1957,0.0,943.7692901234567
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FP,38,-1,0.0,0,258,0.0,124.42129629629629
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FP,39,-1,0.0,0,8630,0.0,4161.844135802469
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,9,0.0,3025,0,1458.8155864197531,0.0
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,13,0.0,2823,0,1361.4004629629628,0.0
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,16,0.0,11219,0,5410.397376543209,0.0
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,40,0.0,3631,0,1751.0609567901233,0.0
